"Heat generation (TJ) by Country/area, Technology, Producer Type and Year"

"Country/area","Technology","Producer Type","Year",Heat generation (TJ)
"France","Oil","Combined Heat and Power (CHP)","2012",4700.390
"France","Oil","Combined Heat and Power (CHP)","2013",7506.810
"France","Oil","Combined Heat and Power (CHP)","2014",7075.320
"France","Oil","Combined Heat and Power (CHP)","2015",6888.690
"France","Oil","Combined Heat and Power (CHP)","2016",7708.560
"France","Oil","Combined Heat and Power (CHP)","2017",9103.780
"France","Oil","Combined Heat and Power (CHP)","2018",7736.170
"France","Oil","Combined Heat and Power (CHP)","2019",8490.460
"France","Oil","Combined Heat and Power (CHP)","2020",9624.620
"France","Oil","Combined Heat and Power (CHP)","2021",8615.470
"France","Natural gas","Heat (Commercial)","2000",0.000
"France","Natural gas","Heat (Commercial)","2001",0.000
"France","Natural gas","Heat (Commercial)","2002",0.000
"France","Natural gas","Heat (Commercial)","2003",0.000
"France","Natural gas","Heat (Commercial)","2004",0.000
"France","Natural gas","Heat (Commercial)","2005",0.000
"France","Natural gas","Heat (Commercial)","2006",0.000
"France","Natural gas","Heat (Commercial)","2007",0.000
"France","Natural gas","Heat (Commercial)","2008",0.000
"France","Natural gas","Heat (Commercial)","2009",22590.000
"France","Natural gas","Heat (Commercial)","2010",26600.000
"France","Natural gas","Heat (Commercial)","2011",20104.000
"France","Natural gas","Heat (Commercial)","2012",24621.000
"France","Natural gas","Heat (Commercial)","2013",27293.000
"France","Natural gas","Heat (Commercial)","2014",20883.000
"France","Natural gas","Heat (Commercial)","2015",24794.000
"France","Natural gas","Heat (Commercial)","2016",27198.000
"France","Natural gas","Heat (Commercial)","2017",25359.000
"France","Natural gas","Heat (Commercial)","2018",26496.500
"France","Natural gas","Heat (Commercial)","2019",26501.900
"France","Natural gas","Heat (Commercial)","2020",27349.200
"France","Natural gas","Heat (Commercial)","2021",31430.700
"France","Natural gas","Combined Heat and Power (CHP)","2000",59480.000
"France","Natural gas","Combined Heat and Power (CHP)","2001",86612.000
"France","Natural gas","Combined Heat and Power (CHP)","2002",97858.000
"France","Natural gas","Combined Heat and Power (CHP)","2003",98506.000
"France","Natural gas","Combined Heat and Power (CHP)","2004",102112.000
"France","Natural gas","Combined Heat and Power (CHP)","2005",107537.000
"France","Natural gas","Combined Heat and Power (CHP)","2006",98275.000
"France","Natural gas","Combined Heat and Power (CHP)","2007",99301.000
"France","Natural gas","Combined Heat and Power (CHP)","2008",97970.000
"France","Natural gas","Combined Heat and Power (CHP)","2009",60860.000
"France","Natural gas","Combined Heat and Power (CHP)","2010",51869.000
"France","Natural gas","Combined Heat and Power (CHP)","2011",51056.500
"France","Natural gas","Combined Heat and Power (CHP)","2012",49480.900
"France","Natural gas","Combined Heat and Power (CHP)","2013",38030.100
"France","Natural gas","Combined Heat and Power (CHP)","2014",29675.200
"France","Natural gas","Combined Heat and Power (CHP)","2015",33476.200
"France","Natural gas","Combined Heat and Power (CHP)","2016",37293.900
"France","Natural gas","Combined Heat and Power (CHP)","2017",37591.200
"France","Natural gas","Combined Heat and Power (CHP)","2018",36494.800
"France","Natural gas","Combined Heat and Power (CHP)","2019",38944.800
"France","Natural gas","Combined Heat and Power (CHP)","2020",39465.200
"France","Natural gas","Combined Heat and Power (CHP)","2021",38968.300
"France","Fossil fuels n.e.s.","Heat (Commercial)","2000",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2001",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2002",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2003",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2004",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2005",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2006",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2007",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2008",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2009",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2010",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2011",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2012",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2013",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2014",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2015",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2016",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2017",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2018",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2019",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2020",0.000
"France","Fossil fuels n.e.s.","Heat (Commercial)","2021",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2000",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2001",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2002",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2003",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2004",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2005",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2006",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2007",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2008",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2009",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2010",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2011",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2012",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2013",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2014",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2015",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2016",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2017",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2018",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2019",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2020",0.000
"France","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2021",0.000
"France","Nuclear","Heat (Commercial)","2000",0.000
"France","Nuclear","Heat (Commercial)","2001",0.000
"France","Nuclear","Heat (Commercial)","2002",0.000
"France","Nuclear","Heat (Commercial)","2003",0.000
"France","Nuclear","Heat (Commercial)","2004",0.000
"France","Nuclear","Heat (Commercial)","2005",0.000
"France","Nuclear","Heat (Commercial)","2006",0.000
"France","Nuclear","Heat (Commercial)","2007",0.000
"France","Nuclear","Heat (Commercial)","2008",0.000
"France","Nuclear","Heat (Commercial)","2009",0.000
"France","Nuclear","Heat (Commercial)","2010",0.000
"France","Nuclear","Heat (Commercial)","2011",0.000
"France","Nuclear","Heat (Commercial)","2012",0.000
"France","Nuclear","Heat (Commercial)","2013",0.000
"France","Nuclear","Heat (Commercial)","2014",0.000
"France","Nuclear","Heat (Commercial)","2015",0.000
"France","Nuclear","Heat (Commercial)","2016",0.000
"France","Nuclear","Heat (Commercial)","2017",0.000
"France","Nuclear","Heat (Commercial)","2018",0.000
"France","Nuclear","Heat (Commercial)","2019",0.000
"France","Nuclear","Heat (Commercial)","2020",0.000
"France","Nuclear","Heat (Commercial)","2021",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2000",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2001",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2002",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2003",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2004",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2005",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2006",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2007",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2008",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2009",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2010",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2011",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2012",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2013",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2014",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2015",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2016",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2017",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2018",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2019",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2020",0.000
"France","Nuclear","Combined Heat and Power (CHP)","2021",0.000
"France","Other non-renewable energy","Heat (Commercial)","2000",3089.000
"France","Other non-renewable energy","Heat (Commercial)","2001",3195.000
"France","Other non-renewable energy","Heat (Commercial)","2002",3295.000
"France","Other non-renewable energy","Heat (Commercial)","2003",3237.000
"France","Other non-renewable energy","Heat (Commercial)","2004",3127.000
"France","Other non-renewable energy","Heat (Commercial)","2005",2767.000
"France","Other non-renewable energy","Heat (Commercial)","2006",2556.000
"France","Other non-renewable energy","Heat (Commercial)","2007",5080.690
"France","Other non-renewable energy","Heat (Commercial)","2008",5134.990
"France","Other non-renewable energy","Heat (Commercial)","2009",5177.000
"France","Other non-renewable energy","Heat (Commercial)","2010",5441.390
"France","Other non-renewable energy","Heat (Commercial)","2011",3673.920
"France","Other non-renewable energy","Heat (Commercial)","2012",3729.030
"France","Other non-renewable energy","Heat (Commercial)","2013",7331.710
"France","Other non-renewable energy","Heat (Commercial)","2014",4028.630
"France","Other non-renewable energy","Heat (Commercial)","2015",5107.170
"France","Other non-renewable energy","Heat (Commercial)","2016",6032.910
"France","Other non-renewable energy","Heat (Commercial)","2017",5398.140
"France","Other non-renewable energy","Heat (Commercial)","2018",4564.970
"France","Other non-renewable energy","Heat (Commercial)","2019",5427.970
"France","Other non-renewable energy","Heat (Commercial)","2020",5464.890
"France","Other non-renewable energy","Heat (Commercial)","2021",7103.770
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2000",8907.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2001",9143.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2002",9691.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2003",8666.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2004",8082.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2005",8146.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2006",6836.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2007",8000.510
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2008",9097.730
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2009",9684.200
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2010",8610.610
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2011",11154.000
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2012",11709.600
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2013",12198.700
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2014",12929.700
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2015",12337.900
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2016",13613.100
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2017",13684.100
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2018",13789.700
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2019",15141.200
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2020",14711.300
"France","Other non-renewable energy","Combined Heat and Power (CHP)","2021",16568.900
"Germany","Solar thermal energy","Heat (Commercial)","2000",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2001",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2002",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2003",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2004",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2005",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2006",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2007",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2008",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2009",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2010",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2011",0.000
"Germany","Solar thermal energy","Heat (Commercial)","2012",11.000
"Germany","Solar thermal energy","Heat (Commercial)","2013",15.000
"Germany","Solar thermal energy","Heat (Commercial)","2014",11.000
"Germany","Solar thermal energy","Heat (Commercial)","2015",9.000
"Germany","Solar thermal energy","Heat (Commercial)","2016",6.000
"Germany","Solar thermal energy","Heat (Commercial)","2017",7.000
"Germany","Solar thermal energy","Heat (Commercial)","2018",8.000
"Germany","Solar thermal energy","Heat (Commercial)","2019",13.000
"Germany","Solar thermal energy","Heat (Commercial)","2020",41.000
"Germany","Solar thermal energy","Heat (Commercial)","2021",49.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2000",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2001",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2002",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2003",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2004",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2005",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2006",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2007",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2008",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2009",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2010",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2011",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2012",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2013",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2014",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2015",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2016",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2017",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2018",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2019",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2020",0.000
"Germany","Solar thermal energy","Combined Heat and Power (CHP)","2021",0.000
"Germany","Solid biofuels","Heat (Commercial)","2000",0.000
"Germany","Solid biofuels","Heat (Commercial)","2001",0.000
"Germany","Solid biofuels","Heat (Commercial)","2002",0.000
"Germany","Solid biofuels","Heat (Commercial)","2003",2914.000
"Germany","Solid biofuels","Heat (Commercial)","2004",4230.000
"Germany","Solid biofuels","Heat (Commercial)","2005",4950.000
"Germany","Solid biofuels","Heat (Commercial)","2006",4582.000
"Germany","Solid biofuels","Heat (Commercial)","2007",4035.000
"Germany","Solid biofuels","Heat (Commercial)","2008",4611.000
"Germany","Solid biofuels","Heat (Commercial)","2009",5889.000
"Germany","Solid biofuels","Heat (Commercial)","2010",6187.000
"Germany","Solid biofuels","Heat (Commercial)","2011",6233.000
"Germany","Solid biofuels","Heat (Commercial)","2012",10507.000
"Germany","Solid biofuels","Heat (Commercial)","2013",7695.000
"Germany","Solid biofuels","Heat (Commercial)","2014",7461.000
"Germany","Solid biofuels","Heat (Commercial)","2015",7698.000
"Germany","Solid biofuels","Heat (Commercial)","2016",9059.000
"Germany","Solid biofuels","Heat (Commercial)","2017",8702.000
"Germany","Solid biofuels","Heat (Commercial)","2018",6277.000
"Germany","Solid biofuels","Heat (Commercial)","2019",6527.000
"Germany","Solid biofuels","Heat (Commercial)","2020",6408.000
"Germany","Solid biofuels","Heat (Commercial)","2021",8212.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2000",0.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2001",0.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2002",0.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2003",980.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2004",2847.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2005",3115.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2006",3741.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2007",4733.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2008",6284.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2009",8249.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2010",9744.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2011",12421.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2012",12776.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2013",14661.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2014",15040.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2015",16719.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2016",16749.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2017",16799.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2018",17686.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2019",18296.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2020",19121.000
"Germany","Solid biofuels","Combined Heat and Power (CHP)","2021",19504.000
"Germany","Renewable municipal waste","Heat (Commercial)","2000",0.000
"Germany","Renewable municipal waste","Heat (Commercial)","2001",0.000
"Germany","Renewable municipal waste","Heat (Commercial)","2002",0.000
"Germany","Renewable municipal waste","Heat (Commercial)","2003",3888.000
"Germany","Renewable municipal waste","Heat (Commercial)","2004",4254.000
"Germany","Renewable municipal waste","Heat (Commercial)","2005",4407.000
"Germany","Renewable municipal waste","Heat (Commercial)","2006",6566.000
"Germany","Renewable municipal waste","Heat (Commercial)","2007",6355.000
"Germany","Renewable municipal waste","Heat (Commercial)","2008",7817.000
"Germany","Renewable municipal waste","Heat (Commercial)","2009",7081.000
"Germany","Renewable municipal waste","Heat (Commercial)","2010",8212.000
"Germany","Renewable municipal waste","Heat (Commercial)","2011",10018.000
"Germany","Renewable municipal waste","Heat (Commercial)","2012",11310.000
"Germany","Renewable municipal waste","Heat (Commercial)","2013",12066.000
"Germany","Renewable municipal waste","Heat (Commercial)","2014",10233.000
"Germany","Renewable municipal waste","Heat (Commercial)","2015",11760.000
"Germany","Renewable municipal waste","Heat (Commercial)","2016",11386.000
"Germany","Renewable municipal waste","Heat (Commercial)","2017",11924.000
"Germany","Renewable municipal waste","Heat (Commercial)","2018",10924.000
"Germany","Renewable municipal waste","Heat (Commercial)","2019",11193.000
"Germany","Renewable municipal waste","Heat (Commercial)","2020",10652.000
"Germany","Renewable municipal waste","Heat (Commercial)","2021",10895.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2000",10652.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2001",10652.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2002",10652.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2003",8546.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2004",8623.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2005",11356.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2006",12528.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2007",13380.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2008",15124.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2009",14898.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2010",15414.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2011",14203.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2012",15381.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2013",18068.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2014",19378.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2015",18524.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2016",19280.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2017",20451.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2018",25111.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2019",25285.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2020",24007.000
"Germany","Renewable municipal waste","Combined Heat and Power (CHP)","2021",26939.000
"Germany","Liquid biofuels","Heat (Commercial)","2000",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2001",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2002",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2003",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2004",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2005",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2006",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2007",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2008",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2009",13.000
"Germany","Liquid biofuels","Heat (Commercial)","2010",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2011",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2012",0.000
"Germany","Liquid biofuels","Heat (Commercial)","2013",4.000
"Germany","Liquid biofuels","Heat (Commercial)","2014",3.000
"Germany","Liquid biofuels","Heat (Commercial)","2015",6.000
"Germany","Liquid biofuels","Heat (Commercial)","2016",7.000
"Germany","Liquid biofuels","Heat (Commercial)","2017",7.000
"Germany","Liquid biofuels","Heat (Commercial)","2018",5.000
"Germany","Liquid biofuels","Heat (Commercial)","2019",2.000
"Germany","Liquid biofuels","Heat (Commercial)","2020",27.000
"Germany","Liquid biofuels","Heat (Commercial)","2021",20.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2000",0.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2001",0.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2002",0.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2003",0.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2004",0.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2005",31.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2006",63.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2007",99.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2008",100.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2009",219.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2010",203.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2011",92.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2012",126.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2013",115.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2014",113.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2015",109.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2016",102.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2017",121.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2018",123.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2019",164.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2020",139.000
"Germany","Liquid biofuels","Combined Heat and Power (CHP)","2021",142.000
"Germany","Biogas","Heat (Commercial)","2000",0.000
"Germany","Biogas","Heat (Commercial)","2001",0.000
"Germany","Biogas","Heat (Commercial)","2002",0.000
"Germany","Biogas","Heat (Commercial)","2003",58.000
"Germany","Biogas","Heat (Commercial)","2004",40.000
"Germany","Biogas","Heat (Commercial)","2005",103.000
"Germany","Biogas","Heat (Commercial)","2006",182.000
"Germany","Biogas","Heat (Commercial)","2007",227.000
"Germany","Biogas","Heat (Commercial)","2008",206.000
"Germany","Biogas","Heat (Commercial)","2009",190.000
"Germany","Biogas","Heat (Commercial)","2010",94.000
"Germany","Biogas","Heat (Commercial)","2011",182.000
"Germany","Biogas","Heat (Commercial)","2012",209.000
"Germany","Biogas","Heat (Commercial)","2013",224.000
"Germany","Biogas","Heat (Commercial)","2014",193.000
"Germany","Biogas","Heat (Commercial)","2015",281.000
"Germany","Biogas","Heat (Commercial)","2016",320.000
"Germany","Biogas","Heat (Commercial)","2017",262.000
"Germany","Biogas","Heat (Commercial)","2018",364.000
"Germany","Biogas","Heat (Commercial)","2019",440.000
"Germany","Biogas","Heat (Commercial)","2020",481.000
"Germany","Biogas","Heat (Commercial)","2021",224.000
"Germany","Biogas","Combined Heat and Power (CHP)","2000",0.000
"Germany","Biogas","Combined Heat and Power (CHP)","2001",0.000
"Germany","Biogas","Combined Heat and Power (CHP)","2002",0.000
"Germany","Biogas","Combined Heat and Power (CHP)","2003",316.000
"Germany","Biogas","Combined Heat and Power (CHP)","2004",405.000
"Germany","Biogas","Combined Heat and Power (CHP)","2005",414.000
"Germany","Biogas","Combined Heat and Power (CHP)","2006",427.000
"Germany","Biogas","Combined Heat and Power (CHP)","2007",439.000
"Germany","Biogas","Combined Heat and Power (CHP)","2008",454.000
"Germany","Biogas","Combined Heat and Power (CHP)","2009",644.000
"Germany","Biogas","Combined Heat and Power (CHP)","2010",939.000
"Germany","Biogas","Combined Heat and Power (CHP)","2011",1223.000
"Germany","Biogas","Combined Heat and Power (CHP)","2012",2004.000
"Germany","Biogas","Combined Heat and Power (CHP)","2013",4654.000
"Germany","Biogas","Combined Heat and Power (CHP)","2014",6388.000
"Germany","Biogas","Combined Heat and Power (CHP)","2015",9004.000
"Germany","Biogas","Combined Heat and Power (CHP)","2016",8997.000
"Germany","Biogas","Combined Heat and Power (CHP)","2017",8729.000
"Germany","Biogas","Combined Heat and Power (CHP)","2018",15017.000
"Germany","Biogas","Combined Heat and Power (CHP)","2019",16018.000
"Germany","Biogas","Combined Heat and Power (CHP)","2020",17622.000
"Germany","Biogas","Combined Heat and Power (CHP)","2021",10645.000
"Germany","Geothermal energy","Heat (Commercial)","2000",0.000
"Germany","Geothermal energy","Heat (Commercial)","2001",0.000
"Germany","Geothermal energy","Heat (Commercial)","2002",0.000
"Germany","Geothermal energy","Heat (Commercial)","2003",9.000
"Germany","Geothermal energy","Heat (Commercial)","2004",50.000
"Germany","Geothermal energy","Heat (Commercial)","2005",127.000
"Germany","Geothermal energy","Heat (Commercial)","2006",142.000
"Germany","Geothermal energy","Heat (Commercial)","2007",131.000
"Germany","Geothermal energy","Heat (Commercial)","2008",234.000
"Germany","Geothermal energy","Heat (Commercial)","2009",229.000
"Germany","Geothermal energy","Heat (Commercial)","2010",225.000
"Germany","Geothermal energy","Heat (Commercial)","2011",51.000
"Germany","Geothermal energy","Heat (Commercial)","2012",85.000
"Germany","Geothermal energy","Heat (Commercial)","2013",207.000
"Germany","Geothermal energy","Heat (Commercial)","2014",302.000
"Germany","Geothermal energy","Heat (Commercial)","2015",626.000
"Germany","Geothermal energy","Heat (Commercial)","2016",797.000
"Germany","Geothermal energy","Heat (Commercial)","2017",641.000
"Germany","Geothermal energy","Heat (Commercial)","2018",1333.000
"Germany","Geothermal energy","Heat (Commercial)","2019",1732.000
"Germany","Geothermal energy","Heat (Commercial)","2020",1940.000
"Germany","Geothermal energy","Heat (Commercial)","2021",1928.000
"Germany","Geothermal energy","Combined Heat and Power (CHP)","2000",0.000
