"Heat generation (TJ) by Country/area, Technology, Producer Type and Year"

"Country/area","Technology","Producer Type","Year",Heat generation (TJ)
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2012",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2013",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2014",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2015",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2016",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2017",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2018",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2019",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2020",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2021",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Geothermal energy","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2004",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2005",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2006",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2007",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2008",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2009",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2010",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2011",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2012",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2013",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2014",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2015",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2016",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2017",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2018",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2019",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2020",0.000
"Republic of Moldova (the)","Other renewable energy","Heat (Commercial)","2021",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Other renewable energy","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2004",93.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2005",90.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2006",65.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2007",45.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2008",68.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2009",78.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2010",62.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2011",48.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2012",52.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2013",240.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2014",51.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2015",57.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2016",58.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2017",55.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2018",49.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2019",5.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2020",3.000
"Republic of Moldova (the)","Coal and peat","Heat (Commercial)","2021",4.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2000",154.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2001",112.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2002",106.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2003",157.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Coal and peat","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2004",302.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2005",204.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2006",130.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2007",137.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2008",57.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2009",105.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2010",77.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2011",56.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2012",41.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2013",45.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2014",29.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2015",16.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2016",32.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2017",18.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2018",16.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2019",15.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2020",23.000
"Republic of Moldova (the)","Oil","Heat (Commercial)","2021",10.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2000",488.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2001",407.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2002",344.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2003",237.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2004",295.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2005",163.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2006",293.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2007",108.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2008",322.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2009",490.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2010",597.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2011",507.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2012",364.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2013",487.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2014",420.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2015",205.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2016",439.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2017",344.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2018",186.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2019",73.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Oil","Combined Heat and Power (CHP)","2021",414.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2000",1824.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2001",2023.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2002",1625.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2003",1723.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2004",4702.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2005",5183.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2006",5304.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2007",4857.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2008",4287.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2009",3483.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2010",3859.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2011",3681.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2012",3496.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2013",3257.000
"Republic of Moldova (the)","Natural gas","Heat (Commercial)","2014",3173.000
